	r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53
488	0	0	0	0	0	0	0	0	0	-	-	-	2	0	0	0	0	2	0	0	7	0	0	0	-	-	-	-	-	-	-	-	-	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	2	9	8	0	2	0
489	0	0	0	0	0	0	0	2	0	2	19	20	2	0	0	-	-	-	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	2	2	0
490	-	-	-	0	0	0	2	2	0	-	-	-	-	-	-	0	0	2	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
491	0	0	0	0	0	0	0	2	15	2	0	0	2	0	0	0	0	2	-	-	-	0	22	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	3	0	2	-	-	-	-	-	-	0	2	0
492	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
493	20	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	2	5	16	2	0	2	0	0	-	-	-	4	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
494	0	0	18	5	0	0	0	2	2	2	0	0	2	0	0	-	-	-	15	0	0	0	7	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	4	0	2	-	-	-	2	0	0	0	2	0
495	20	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	15	2	0	0	-	-	-	16	0	0	0	4	2	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
496	0	0	0	-	-	-	0	2	0	2	0	2	2	0	0	0	0	2	0	0	0	0	0	2	24	16	16	-	-	-	-	-	-	0	0	0	10	0	4	-	-	-	0	0	2	-	-	-	-	-	-	0	2	0
497	-	-	-	-	-	-	3	0	0	-	-	-	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	0	0	0	2	2	2	-	-	-
498	-	-	-	0	0	0	2	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	8	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
499	0	0	0	0	0	0	3	0	0	-	-	-	-	-	-	0	0	2	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
500	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
501	0	0	0	0	0	0	0	2	3	6	3	0	2	4	4	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
502	0	0	0	0	0	0	3	0	2	-	-	-	13	0	0	0	0	2	0	0	2	0	0	0	0	17	17	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
503	0	0	0	-	-	-	0	2	0	2	0	0	2	22	0	0	0	2	0	0	0	2	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	-	-	-	2	0	0	0	2	0
504	0	0	0	25	26	0	0	2	0	2	0	2	2	0	0	0	0	2	-	-	-	18	0	2	0	2	0	2	0	0	-	-	-	0	0	11	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
505	0	0	0	0	27	0	3	0	0	-	-	-	-	-	-	-	-	-	16	0	2	0	0	0	-	-	-	2	0	0	0	0	0	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	2	2	0
506	20	0	0	-	-	-	-	-	-	2	0	0	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
507	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	3	16	2	0	2	15	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
508	0	0	0	25	26	3	0	2	0	2	0	2	2	0	0	-	-	-	3	0	0	0	0	2	0	2	0	2	0	0	-	-	-	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
509	0	0	0	0	0	0	3	20	16	-	-	-	-	-	-	0	16	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	2	2	0
510	20	0	0	26	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
511	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	20	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
512	20	0	0	0	0	0	2	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
513	20	0	0	0	0	3	2	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	17	15	2	-	-	-	2	0	0	0	2	0
514	20	0	0	0	0	0	2	2	0	2	0	0	-	-	-	-	-	-	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
515	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	17	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
516	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	3	0	8	0	2	0	0	0	0	0	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
517	0	0	0	25	26	0	0	2	0	2	0	2	2	0	0	0	0	2	-	-	-	18	0	2	0	2	0	2	0	0	-	-	-	0	0	11	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
518	-	-	-	0	0	0	0	0	2	15	0	2	-	-	-	2	0	2	0	18	0	0	0	0	2	0	0	0	0	0	-	-	-	5	0	0	3	0	0	0	0	2	0	16	2	-	-	-	2	0	0	-	-	-
519	0	0	0	0	0	0	-	-	-	-	-	-	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	17	2	-	-	-	-	-	-	0	2	0
520	-	-	-	0	0	0	2	2	0	2	0	0	-	-	-	0	0	3	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
521	-	-	-	0	0	0	0	2	0	2	0	0	2	0	0	6	0	2	-	-	-	19	0	0	0	2	8	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	9	6	17
522	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	4	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
523	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	-	-	-	-	-	-	0	0	3	16	2	0	2	15	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
524	0	0	0	0	0	0	3	0	0	-	-	-	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
525	20	0	0	0	0	0	2	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	9	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
526	0	14	12	-	-	-	0	2	3	2	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	0	3	-	-	-	0	18	12	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
527	0	0	0	0	0	0	3	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
528	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	3	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
529	0	0	0	6	0	0	0	2	0	2	0	2	2	0	0	-	-	-	0	0	0	20	23	2	0	2	0	-	-	-	-	-	-	0	0	0	0	7	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
530	20	0	0	0	0	0	2	2	0	2	0	0	-	-	-	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	7	18
531	20	0	0	5	0	0	2	2	0	2	0	0	-	-	-	0	0	2	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
532	20	0	5	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	6	0	0	0	0	0	0	0	4	0	0	0	2	17	15	2	-	-	-	2	0	0	0	2	0
533	20	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	0	0	0	18	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	2	2	0
534	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
535	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
536	0	0	0	-	-	-	0	2	0	2	0	2	-	-	-	0	0	2	3	0	0	-	-	-	0	2	0	2	0	0	-	-	-	12	11	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
537	0	23	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
538	-	-	-	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	-	-	-	0	0	0	2	2	2	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	3	0	2	-	-	-	-	-	-	-	-	-
539	0	0	0	0	0	0	14	2	0	2	0	0	2	17	0	0	0	2	0	19	14	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
540	3	4	6	-	-	-	0	0	0	0	0	0	14	23	0	0	0	0	0	20	0	16	0	0	0	0	0	-	-	-	-	-	-	0	3	13	0	12	11	0	0	2	0	0	0	5	0	0	-	-	-	0	2	0
541	7	0	0	0	0	3	0	2	2	0	0	0	2	0	4	0	0	2	9	13	0	0	14	0	0	2	2	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	10	8	0
542	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-	-	-	-	2	3	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
543	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	17	21	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	7	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
544	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
545	0	9	0	0	0	0	0	2	0	2	0	16	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	11	2	0
546	-	-	-	0	0	3	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	4	19	0	3	4	2	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
547	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	-	-	-	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
548	0	0	0	0	0	0	0	2	0	2	0	3	-	-	-	0	0	2	6	0	0	-	-	-	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
549	21	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
550	-	-	-	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	18	22	0	0	0	0	0	2	2	2	0	0	4	3	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
551	-	-	-	0	0	0	2	2	0	2	0	2	-	-	-	-	-	-	0	2	0	0	0	2	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
552	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	0	0	2	-	-	-	2	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
553	0	0	0	0	0	0	0	2	0	16	20	0	2	0	0	0	0	2	-	-	-	20	23	0	0	2	2	-	-	-	-	-	-	0	0	0	11	13	0	0	0	2	0	0	2	7	9	0	-	-	-	10	8	0
554	0	0	19	0	0	0	2	2	0	2	0	2	-	-	-	-	-	-	0	23	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
555	22	24	20	-	-	-	0	2	6	2	0	0	-	-	-	0	0	2	0	24	0	0	0	3	0	2	0	-	-	-	0	0	0	0	0	0	12	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
556	0	0	0	0	0	0	15	2	0	2	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	3	-	-	-
557	0	0	0	0	0	0	-	-	-	2	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
558	0	0	0	5	8	0	0	2	0	2	21	0	-	-	-	0	0	2	0	0	0	-	-	-	0	2	2	-	-	-	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	19
559	0	25	21	27	28	0	0	2	0	16	20	0	2	0	0	0	0	2	-	-	-	20	23	0	0	2	2	-	-	-	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	10	8	0
560	-	-	-	0	0	0	0	2	2	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2	16	14	-	-	-	0	0	3	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
561	2	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	4	0	15	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
562	-	-	-	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	7	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
563	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	12	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	13	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
564	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	24	0	0	2	0	-	-	-	-	-	-	19	0	0	-	-	-	0	0	2	-	-	-	10	0	0	-	-	-	-	-	-
565	-	-	-	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
566	-	-	-	0	0	0	2	2	0	2	0	2	-	-	-	-	-	-	0	2	0	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-
567	0	0	0	0	0	0	8	2	0	2	0	0	2	0	0	0	0	2	-	-	-	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	3	0	2	0	0	0	-	-	-	0	2	0
568	0	0	0	0	0	0	0	2	0	-	-	-	2	24	0	0	0	2	-	-	-	0	0	0	0	2	2	-	-	-	-	-	-	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
569	-	-	-	0	0	0	2	2	0	2	0	2	2	0	9	0	0	2	0	2	0	0	0	2	0	2	0	-	-	-	0	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
570	0	0	0	0	0	0	2	2	17	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	16	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
571	3	4	0	5	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	25	21	-	-	-	-	-	-	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-
572	0	0	15	0	0	0	0	2	0	0	3	0	-	-	-	-	-	-	0	0	0	0	2	5	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5	-	-	-	0	2	0
573	0	0	5	0	0	0	0	2	0	2	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
574	3	4	6	5	0	0	0	0	0	-	-	-	0	2	0	0	0	0	0	0	0	0	0	0	3	5	0	-	-	-	-	-	-	4	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	14	0	2	0
575	3	4	6	-	-	-	0	0	3	0	0	0	14	23	0	0	0	0	0	20	0	9	0	0	0	0	0	-	-	-	0	0	0	0	3	0	-	-	-	0	0	2	0	0	0	5	16	11	3	0	0	0	9	20
576	23	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	18	2	-	-	-	2	0	15	0	2	0
577	0	9	0	0	0	0	0	2	0	2	0	16	-	-	-	0	0	2	0	0	0	0	21	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
578	-	-	-	0	29	17	2	2	0	0	0	0	2	0	23	0	0	2	0	0	0	0	0	0	0	2	2	2	0	7	-	-	-	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
579	-	-	-	0	0	0	0	2	0	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	2	2	2	2	0	0	-	-	-	13	14	9	13	14	0	0	0	2	18	19	2	0	0	0	2	2	2	-	-	-
580	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	4	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	2	2	0
581	-	-	-	0	0	10	2	2	0	2	0	2	2	0	0	0	0	2	0	2	0	0	0	2	0	2	0	2	0	0	0	0	0	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
582	0	0	0	0	0	0	-	-	-	2	0	0	2	0	0	0	0	2	0	0	0	0	21	0	0	2	0	2	17	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
583	-	-	-	5	0	0	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	20	0	14	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
584	0	0	0	0	0	0	14	2	0	2	0	0	2	17	0	0	0	2	0	19	14	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
585	11	0	0	0	0	0	-	-	-	2	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	20	2	-	-	-	2	0	5	0	2	6
586	-	-	-	0	0	0	16	2	0	0	0	0	2	0	0	0	0	2	18	0	0	0	0	0	0	2	2	-	-	-	-	-	-	0	9	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
587	0	0	0	0	0	0	0	2	0	2	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
588	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	-	-	-	0	0	0	0	24	0	0	2	0	2	0	12	-	-	-	19	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
589	22	24	20	-	-	-	0	2	6	2	0	0	2	0	9	-	-	-	4	0	0	0	0	3	0	2	0	-	-	-	-	-	-	-	-	-	12	6	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	21
590	0	20	0	0	0	0	0	2	0	0	22	0	2	0	0	8	0	2	4	25	0	0	0	0	0	2	2	2	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	2	-	-	-	2	16	0	-	-	-
591	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
592	24	26	22	0	0	17	0	2	0	0	3	0	2	0	0	-	-	-	-	-	-	0	0	0	-	-	-	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
593	0	9	0	0	0	0	0	2	2	2	0	16	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
594	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	4	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
595	3	4	0	5	0	10	0	0	0	-	-	-	4	0	9	0	0	0	19	0	0	0	0	22	3	5	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	0	-	-	-	-	-	-	-	-	-
596	22	24	20	-	-	-	0	2	6	2	0	0	2	0	9	-	-	-	4	0	0	0	0	3	0	2	0	-	-	-	-	-	-	4	0	0	12	6	0	0	0	2	0	0	2	0	0	0	2	0	5	0	2	21
597	9	0	5	5	0	0	3	21	3	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	-	-	-	0	0	5	2	0	0	-	-	-	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
598	0	0	0	11	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	18	0	5	0	0	0	0	3	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
599	0	0	23	28	30	18	17	2	0	2	0	0	2	25	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	11	10	0	0	2	0	0	2	-	-	-	2	0	0	6	4	7
600	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	8	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
601	0	0	0	29	0	0	0	2	0	0	3	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
602	-	-	-	30	0	0	0	2	17	2	0	0	2	0	0	0	0	2	0	0	0	-	-	-	16	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
603	-	-	-	-	-	-	0	2	0	2	23	0	-	-	-	0	0	2	-	-	-	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	2	-	-	-	2	0	5	0	2	0
604	0	0	0	0	0	0	-	-	-	17	0	0	2	0	0	0	0	2	0	3	0	-	-	-	11	2	0	-	-	-	-	-	-	0	5	0	0	0	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
605	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	26	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
606	0	0	0	0	0	0	0	2	0	0	3	0	-	-	-	0	0	2	0	27	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
607	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	3	-	-	-	2	0	0	-	-	-	0	0	0	12	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
608	-	-	-	0	0	0	2	2	0	2	0	2	2	0	0	0	0	2	0	2	0	0	0	2	0	2	0	2	0	0	0	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
609	0	0	0	5	0	0	0	2	0	2	0	0	-	-	-	-	-	-	0	28	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	5	2	0
610	0	0	18	0	0	0	0	2	2	2	0	0	-	-	-	-	-	-	0	0	0	0	0	23	0	2	0	2	0	0	-	-	-	0	0	2	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
611	0	0	0	31	31	19	0	2	0	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	25	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
612	-	-	-	0	0	0	0	2	0	2	0	0	2	0	0	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	0	0	3	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
