	r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53
238	0	0	0	0	0	3	0	2	0	2	4	6	2	0	0	0	0	2	0	0	0	0	0	0	0	2	5	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
239	0	0	0	0	0	0	0	0	0	10	0	0	-	-	-	0	0	2	-	-	-	0	0	0	0	0	0	0	0	0	2	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
240	0	0	0	0	0	0	0	3	0	-	-	-	2	0	0	-	-	-	3	0	0	-	-	-	0	0	2	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	5	0	0	-	-	-	0	2	0
241	12	16	13	0	0	0	0	3	0	-	-	-	-	-	-	4	0	2	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	5	0	0	2	0
242	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	-	-	-	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
243	0	0	0	0	0	0	0	2	0	0	0	0	8	5	0	0	0	2	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	-	-	-	-	-	-	0	0	2	11	0	2	-	-	-	-	-	-	0	2	0
244	3	4	6	5	0	0	0	0	0	-	-	-	0	2	0	0	0	0	-	-	-	2	0	0	3	5	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	2
245	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	2	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
246	0	17	5	0	0	0	0	0	0	0	0	13	2	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	-	-	-	12	11	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
247	0	0	0	-	-	-	0	2	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
248	0	0	0	0	4	0	0	2	0	0	0	0	2	0	0	-	-	-	0	0	0	0	0	0	0	2	3	2	0	0	-	-	-	0	0	0	0	0	3	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
249	0	0	0	0	0	0	-	-	-	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	16	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
250	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
251	0	0	0	7	0	0	0	0	0	0	0	14	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
252	-	-	-	16	0	3	2	2	0	2	0	0	-	-	-	0	0	2	11	0	0	0	0	0	0	2	2	2	0	0	0	0	0	-	-	-	-	-	-	0	0	2	9	11	2	0	0	5	2	6	5	0	2	0
253	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-	-	-	0	0	0	2	8	0	-	-	-	0	0	2	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
254	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
255	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	3	0	2	0
256	-	-	-	-	-	-	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	12	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	-	-	-	0	11	0	-	-	-	7	2	0
257	0	0	0	0	0	0	0	2	2	2	0	15	2	0	0	0	0	2	12	0	0	0	14	0	0	2	0	2	9	0	-	-	-	0	0	4	-	-	-	0	0	2	3	0	2	-	-	-	2	0	0	0	2	2
258	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	7	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
259	0	0	0	0	0	0	0	2	8	2	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	2	0	2	10	0	-	-	-	0	0	0	8	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	8
260	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	0	-	-	-	0	2	0
261	0	0	0	0	0	0	0	2	0	2	0	0	2	0	4	0	0	2	3	2	0	0	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	5	0	0	0	2	0
262	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	-	-	-	-	-	-	0	0	0	0	2	2	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	4	8	0	0	2	0
263	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	11	0	0	0	0	0	8	-	-	-	0	0	0	0	0	0	3	10	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
264	0	0	0	0	0	0	0	0	0	0	0	0	4	9	10	0	0	2	0	0	3	-	-	-	0	0	0	8	0	3	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
265	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	-	-	-	-	-	-	0	0	0	16	0	0	0	0	0	-	-	-	-	-	-	3	7	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
266	0	0	0	0	0	0	0	0	0	0	0	2	2	10	11	-	-	-	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
267	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	-	-	-	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
268	0	18	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	9	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	5	0	0	-	-	-	0	2	0
269	0	0	0	0	18	11	0	12	0	0	0	0	2	0	2	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
270	3	4	0	5	0	0	0	0	0	-	-	-	0	2	0	0	0	0	0	0	0	2	0	0	3	5	7	0	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	-	-	-	0	2	0
271	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	5	11	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
272	3	4	6	5	0	0	0	6	0	-	-	-	0	2	12	0	0	0	-	-	-	2	0	0	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	2
273	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	-	-	-	0	0	12	0	0	0	-	-	-	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
274	0	0	0	0	0	3	0	2	0	2	4	6	2	11	0	0	0	2	-	-	-	0	0	0	0	2	5	2	0	0	-	-	-	0	3	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
275	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
276	0	0	5	0	0	12	0	0	0	2	0	0	0	0	0	2	0	2	0	0	3	0	0	14	0	0	0	2	12	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	12	12	0	2	0
277	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	2	0	2	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	5	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
278	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	3	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
279	0	0	0	0	0	0	0	2	0	2	0	2	2	0	13	-	-	-	0	0	0	0	0	2	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	0	0	0	-	-	-	-	-	-
280	0	0	0	0	0	0	0	0	0	-	-	-	4	0	0	0	0	2	-	-	-	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	5	0	0	2	0	0	0	2	0
281	0	0	0	18	0	0	0	13	9	0	0	3	-	-	-	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	-	-	-	0	2	0
282	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
283	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	2	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
284	0	15	0	0	0	0	0	3	0	-	-	-	2	0	0	0	0	2	3	0	0	-	-	-	0	0	2	0	0	3	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
285	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
286	0	0	0	0	0	0	-	-	-	-	-	-	2	0	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
287	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
288	13	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	-	-	-	9	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	2
289	8	8	0	-	-	-	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	2	0
290	0	0	0	7	0	13	0	0	0	0	13	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	3	0	2	0	0	6	2	0	0	0	2	0
291	0	0	0	19	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	8	0	0	2	12	0	2	0	4	0	2	0	0	0	2	0
292	0	9	14	11	0	0	0	2	6	2	0	16	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	9	0	0	2	9	0	2	-	-	-	2	0	0	-	-	-
293	0	0	0	6	3	0	0	0	0	0	0	2	2	0	14	-	-	-	0	0	7	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	9
294	-	-	-	0	0	0	0	3	0	0	0	2	2	0	0	2	0	2	3	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
295	3	4	6	5	0	0	0	6	0	-	-	-	0	2	0	0	0	0	0	0	0	2	0	0	3	5	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	3	0	-	-	-	3	0	0	0	2	2
296	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	-	-	-	8	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
297	0	0	0	-	-	-	0	3	0	-	-	-	-	-	-	0	0	2	3	0	0	-	-	-	0	0	2	0	0	0	0	0	0	10	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
298	-	-	-	-	-	-	0	0	3	-	-	-	0	2	0	-	-	-	0	0	0	-	-	-	3	5	0	-	-	-	-	-	-	8	0	0	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	-	-	-
299	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
300	8	8	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
301	0	0	0	7	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
302	0	0	0	0	0	0	0	0	0	-	-	-	2	12	15	2	0	2	3	0	3	0	0	0	0	0	0	0	13	11	0	0	0	0	12	5	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
303	0	0	0	7	0	0	0	0	0	0	11	12	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
304	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	2	2	2	0	0	-	-	-	0	13	0	0	0	0	0	0	2	0	3	2	-	-	-	-	-	-	0	2	0
305	0	0	0	0	0	0	0	2	0	-	-	-	2	13	0	5	9	2	0	14	0	0	0	0	0	2	2	2	0	0	0	3	0	0	3	0	0	11	10	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
306	-	-	-	4	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
307	0	0	0	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	0	0	0	0	0	0	16	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
308	3	4	6	5	0	0	0	6	10	-	-	-	0	2	0	0	0	0	0	15	0	2	0	0	3	5	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	2
309	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	3	0	0	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	10	9	0	2	0
310	0	0	0	-	-	-	0	2	0	0	16	0	2	0	0	0	0	2	0	0	0	0	0	0	-	-	-	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
311	0	0	0	0	19	14	0	2	0	2	0	0	2	0	0	0	0	2	0	0	7	0	0	0	0	2	0	2	0	0	0	6	0	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
312	0	0	5	0	0	0	0	0	0	0	0	0	4	14	16	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	13	0	2	-	-	-	-	-	-	0	2	0
313	0	0	0	-	-	-	0	0	0	2	0	2	2	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	7	-	-	-	0	2	0
314	0	0	0	0	0	0	0	2	2	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	2	9	0	-	-	-	-	-	-	0	4	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
315	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	0
316	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	14	0	2	-	-	-	2	0	0	0	2	0
317	0	0	0	0	4	0	0	2	3	0	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
318	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
319	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
320	0	0	0	0	0	0	0	2	0	0	3	0	2	15	18	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
321	0	0	0	11	0	0	0	0	0	0	0	0	4	0	19	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	3	0	2	9	12	8	2	0	0	0	2	0
322	0	0	0	6	3	0	0	0	0	0	0	2	-	-	-	0	0	2	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	4	0	2	-	-	-	0	0	2	-	-	-	-	-	-	2	13	0	-	-	-
323	0	0	0	0	4	0	0	2	0	0	0	0	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
324	8	8	0	7	0	0	0	0	0	0	0	0	4	2	0	0	0	2	5	0	3	0	0	15	17	14	12	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
325	0	0	0	12	0	3	0	2	0	2	8	10	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
326	-	-	-	20	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	6	0	0	2	0
327	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
328	2	0	0	0	0	0	-	-	-	0	0	5	2	0	0	6	0	2	0	0	3	9	0	0	0	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
329	0	0	0	0	0	0	0	2	2	2	9	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
330	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
331	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	13	0	0	0	0	0	0	2	2	2	0	0	0	0	0	12	11	2	0	0	0	0	0	2	0	3	2	-	-	-	-	-	-	0	2	0
332	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	11	0	0	2	0	0	2	0	0	0	2	0	0	2	2	0
333	6	7	0	0	6	0	0	2	0	-	-	-	2	0	0	0	0	2	0	9	0	0	0	15	2	2	2	2	0	0	-	-	-	4	0	0	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
334	0	0	0	0	0	0	3	0	7	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
335	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	-	-	-	3	0	0	-	-	-	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	10	9	0	2	0
336	-	-	-	0	0	0	0	0	0	0	0	0	4	16	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
337	3	4	0	5	0	0	0	0	0	-	-	-	0	2	2	0	0	0	0	0	0	2	0	0	3	5	7	0	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	0	0	0	0	0	0	0	2	0
338	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
339	-	-	-	0	12	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	5	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
340	-	-	-	-	-	-	0	2	0	0	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	4
341	0	0	0	5	0	0	0	0	0	-	-	-	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
342	2	0	10	21	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	10	0	0	3	18	2	0	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
343	0	18	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	16	0	0	-	-	-	-	-	-	0	6	8	3	0	12	0	0	2	0	0	2	-	-	-	2	9	8	0	2	0
344	5	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	11	2	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
345	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	2	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
346	14	0	0	0	0	0	0	2	2	2	9	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	7	4	4	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
347	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	13	0	0	15	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	3	3	2	-	-	-	-	-	-	0	2	0
348	0	0	0	0	0	0	0	14	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
349	0	0	0	13	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	10
350	3	4	6	-	-	-	0	0	0	-	-	-	0	2	0	0	0	0	4	0	0	2	0	0	3	5	0	-	-	-	3	0	0	-	-	-	0	0	0	-	-	-	0	3	0	-	-	-	0	0	0	0	2	2
351	3	4	6	5	0	0	0	6	0	-	-	-	0	2	0	0	0	0	0	0	0	2	0	0	3	5	0	0	0	0	3	0	0	12	11	0	0	0	0	0	0	2	0	3	0	-	-	-	3	0	0	0	2	2
352	2	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	15	0	2	0	0	0	2	0	0	0	2	0
353	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	5	0	0	2	0	0	0	2	0
354	15	19	5	0	0	0	12	0	0	2	0	0	0	0	0	0	0	2	-	-	-	0	0	0	0	0	0	-	-	-	0	5	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
355	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
356	8	8	0	7	20	15	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
357	0	0	0	0	0	0	0	2	2	2	17	17	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	13	14	9	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
358	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
359	0	0	0	0	15	0	0	9	0	-	-	-	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	3	0	2	-	-	-	2	6	0	0	2	0
360	0	0	0	0	0	0	0	0	0	-	-	-	2	0	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	11
361	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	3	0	0	-	-	-	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	10	9	0	2	0
362	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-	-	-	5	0	0	2	0	0	0	2	0
